"","textOriginal","hard_marker","easy_marker","authorDisplayName"
"7564","Thanks so much Ahmad!",NA,NA,"Marty Music"
"7565","Thanks for supporting MartyMusic Martin! All kinds of BRAND NEW CONTENT coming right here!",NA,NA,"Marty Music"
"7566","I really like the Fender Hot Rod Devilles",NA,NA,"Marty Music"
"7567","Thanks, tons of new lessons on the way right here at MY channel ""MartyMusic"" all my best!!!!",NA,NA,"Marty Music"
"7568","NEW CONTENT coming right here at my new thing ""MartyMusic"" - thanks for finding me here!!!!!!",NA,NA,"Marty Music"
"7569","Hey Jordan, it's so nice that you found me at MY new thing right here ""MartyMusic"" - All my best!",NA,NA,"Marty Music"
"7570","No problem,Marty. I learned my first A chord from you.Still trying to master the dreaded F..The best teacher on You Tube!",NA,NA,"Chip Mulligan"
"7571","ha ha glad you had some fun Chip! Thank you so much for supporting ME by supporting this channel right here ""MartyMUsic""",NA,NA,"Marty Music"
"7572","+Marty Music 😇😇😊",NA,NA,"Rahul Cool"
"7573","Thanks Rahul, I'm right here at MartyMusic, thanks for finding me!",NA,NA,"Marty Music"
"7574","Thanks for supporting my new channel ""MartyMusic""",NA,NA,"Marty Music"
"7575","I'll be honest man you're the only person I learn from 
your videos  have taught me every single bit of guitar I know and it's become a passion of mine 

thankyou so much you're such a kind soul",NA,NA,"Chad Abercrombie"
"7576","Marty can we have slide by the goo goo dolls",NA,NA,"Joe B"
"7577","Thank you Marty, now I can kill the beast!!!",NA,NA,"Joe B"
"7578","Beatles - dont let me down please!",NA,NA,"RawfflesMyWaffles"
"7579","hey marty ur brilliant .. can u make a video of IS THIS LOVE ( BOB MARLEY )please",NA,NA,"RK"
"7580","Hi Marty !!
Is it possible to play ""Somewhere over the rainbow"" on acoustic guitar?",NA,NA,"Agnes Bourneuf"
"7581","Finnaly ;)))",NA,NA,"Agnes Bourneuf"
"7582","Mumford and sons- where are you now, I've been wanting to learn this song for so long but no good tutorials...",NA,NA,"Nick Koperdak"
"7583","MARTY!!! When will you start selling lessons again??",NA,NA,"The Hurricane"
"7584","Exelent...i like your videos 👍👍",NA,NA,"ismael trejo"
"7585","Another awesome lesson! Set up a Patreon, you will get serious support! :)",NA,NA,"Jake Fauvel"
"7586","Dam Marty. Just found ur new channel. Glad to see you back brother. Thanks",NA,NA,"tedcharp"
"7587","Awesome lesson! Quick question-what thickness/type of pick do you use for acoustic?",NA,NA,"HammerOBX"
"7588","I don't know if you know the band, City and Colour, but I'd like to learn the song 'Waiting', it's mostly strumming and doesn't sound too complicated, wanted to know if you'd give it a listen and make a video lesson if possible. thanks for the great vids man!",NA,NA,"Shane Wes"
"7589","Can u do All I Can Do Is Write About It b Lynyrd Skynyrd, that would be amazing Thank u so much for these awesome videos, ur a great teacher",NA,NA,"Zach Frazier"
"7590","Marty, i know your videos are mostly ""How to"" and they are amazing as much as they are helpful. But a slight request, also a bit dumb one, do a sing a sing along at the end. there's anticipation that's building up, and at the end you just leave that to us. its good, but it will be more enjoyable (not that your vids arent fun). But i get it if that's not your style or something.",NA,NA,"Ahmed Sherrif"
"7591","Wow! I'm so happy. I finally found you're channel. Whenever you had a tutorial on a song I searched for, I was SO happy when you popped up. Your awesome dude. Cheers man. :)",NA,NA,"joey dubois"
"7592","@Marty Music hey man thanks for this lesson. I found it to be very useful but I do have a doubt wether the strumming pattern remains the same during the chorus? I would appreciate it if you clarify this to me. Thank you!",NA,NA,"SuperFatlord"
"7593","Would love to hear Heaven by Los Lobos in a lesson Marty.  Have been following you for almost 5 years now.  Lifetime member of your Guitar Club so super bummed that GJ and you split... Looking forward to all you have to come in the future... Cheers!!!",NA,NA,"Ken Nelson"
"7594","Marty! Nice to see you back! Immediately subscribed to this channel once I saw you were back. You've helped me get back into guitar a few years ago. And I have your DVD's from the old site. Thanks for all the help so far, and looking forward to more great lessons!",NA,NA,"samuraix73"
"7595","hey marty it's nice to have you back very nice song btw keep up the good work 😊",NA,NA,"Alex Brown"
"7596","Another great lesson Marty!! You make it easy to jump into new songs and learn the bases needed to expand.",NA,NA,"Keith Hall"
"7597","Also, couple lesson ideas - I know you've covered some of these in the past but worth revisiting:
-5 shapes of the minor pentatonic scale & incorporating/learning to playing this on one string.
-basic chord progressions & embellishments
-7 chords and mixing them in",NA,NA,"Austin Olson"
"7598","Great lesson as usual - thank you sir!  Would love to see you break down the solo off the studio album or an advanced finger picking lesson of Hell Freezes Over version.  If you did that, I'm sure it'd be up there with your classic breakdown of the solo on Layla unplugged.  Cheers.",NA,NA,"Austin Olson"
"7599","Hi Marty, excellent . But can you show us how the intro is done?",NA,NA,"Vivek N"
"7600","Sticky Fingers - Best Day.",NA,NA,"leetcrew"
"7601","hey!Can you please do the acoustic version(intro)!",NA,NA,"Nikhil Mohan"
"7602","Dude I had no idea you were on a new channel! For like a year I thought you were gone from youtube for good!",NA,NA,"IIIhittmanIII"
"7603","one horse town by blackberry smoke",NA,NA,"Robert Wells"
"7604","Can you Please create a small lesson for the intro to  311 -  Beautiful disaster .  No one has a lesson for it.   thanks.",NA,NA,"Obviously Obvious"
"7605","Your the best thank you for helping me learn how to play guitar",NA,NA,"Arco Tims"
"7606","looks like guitar jamz is still up and running...

should we still use that site as well?",NA,NA,"David Ciulla"
"7607","What guitar?",NA,NA,"Andy Holm"
"7608","Can you please do a tutorial on Can't Go on Without You by Kaleo please?",NA,NA,"Andrew McKee"
"7609","Hi Marty. So glad to have found you again. Ever heard Be Bop Deluxe, Adventures in a Yorkshire Landscape? Chords and solo would be awesome.",NA,NA,"TheMicklemasmoose"
"7610","Nice as always Marty. I was wondering if the you could teach the song Fire By Barnes Courtney",NA,NA,"J LOZ"
"7611","Could you do a lesson on mama kin by Aerosmith",NA,NA,"Edward Barnes"
"7612","awesome video man,can you do some lynyrd skynyrd solos?it would be greatly appreciated dude!!!",NA,NA,"Chase Warren"
"7613","More Eagles please! Already Gone, The Long Run. And One Republic, especially Stop and Stare. BTW, I love the stripped ebony on the fingerboard of your Taylor, SUH-wheat!",NA,NA,"Kelly Luse"
"7614","+Marty music Can you play You are more by tenth avenue north?",NA,NA,"EliteFusionZ"
"7615","Dust in the wind please",NA,NA,"Myarkus Tapado"
"7616","hi marty, could you provide the corresponding tab so that we can learn the song following your video and tab at the same time. it will be very helpful.",NA,NA,"Wong Jones"
"7617","do first time by lifehouse",NA,NA,"SaturnDay1995"
"7618","what's the strumming pattern for the chorus ??",NA,NA,"Alana Valenzuela"
"7619","Can you do ""you know you`re right"" by Nirvana please",NA,NA,"Lars Wikander"
"7620","Any sort of stone roses song acoustically?",NA,NA,"joely moley"
"7621","Marty Im so happy youre back and rockin like always..greetings from Israel!",NA,NA,"Sexy Jonathan"
"7622","yeah, I was looking over the sheet music for this yesterday!",NA,NA,"tim taylor"
"7623","RHCP - Pretty Little Ditty !",NA,NA,"Danijel Jovanović"
"7624","GOOD THING BY  KEITH URBAN!!!!!!!!!!!!! please and thank you...",NA,NA,"Mike G"
"7625","Cheers Marty and Welcome back!",NA,NA,"Billy Joe"
"7626","Thanks Marty, it's great to see you back!",NA,NA,"Patrick Headley"
"7627","uptown folks Dope Lemon angus stone",NA,NA,"Thomas Bell"
"7628","Marty I got a request...any songs by Isley brothers and rebelution",NA,NA,"Ronnie Reza"
"7629","Tenacious D - F.H.G, please do this song hahaha",NA,NA,"Fried Chicken"
"7630","Fingerpicking please",NA,NA,"Alex Byrne"
"7631","You should play big iron",NA,NA,"Dumbest Colt"
"7632","Anastasia by slash!",NA,NA,"Isaac Munguia"
"7633","Led Zeppelin - The Rain Song",NA,NA,"Bob Smith"
"7634","The Beatles- Don't Let Me Down",NA,NA,"Tony M"
"7635","awesome video as usual marty, can I ask what happened to guitar jamz?",NA,NA,"Liquid Truth"
"7636","slayer raining blood please",NA,NA,"William Redden"
"7637","Any Blind Melon that you Havnt done on guitarjamz or other channels like a new not as popular melon would be awesome! Tones of Home or Toes across the floor would be 🔥🔥",NA,NA,"Mah Hat Man Gun Dee"
"7638","hey marty please teach the getaway by the red hot chili peppers",NA,NA,"Marko Acman"
"7639","Hey Marty! I'm wondering if you can teach us Pain by Of Mice & Men",NA,NA,"Evan Stewart"
"7640","How do i request a song",NA,NA,"Evan Stewart"
"7641","thank you marty, ive been here since god 2012 ! thank you for your guitar lessons marty",NA,NA,"New-Vegas-Courier"
"7642","Marty could you please teach soul to squeeze by rhcp? That intro is the best",NA,NA,"Mike Graff"
"7643","John Mayer- free fallin finger picking",NA,NA,"Luke Andrews"
"7644","great lesson! thanks for another great one. I would like to request a simple acoustic version of lovin touchin squeezin. if anyone can pull it off you can....",NA,NA,"Jason Gratkowski"
"7645","What's the Strum Pattern for the Chorus?",NA,NA,"Kyle Mosher"
"7646","Marty, this is awesome! so EASY!!!!!! thanks man!",NA,NA,"Kevin Higgins"
"7647","Sound of silence, Phantom of the opera, maybe some more Hendrix stuff?",NA,NA,"Geno23Geni"
"7648","the only living boy in new york - simon and garfunkal",NA,NA,"luke huijsen"
"7649","plz do a ukelele tutorial :-)",NA,NA,"Koen van Houten"
"7650","Super marty sir , Plz do the intro part of this song  with capo in same location where ur stumming the chords",NA,NA,"Keshi Raj"
"7651","please make a tutorial of I want you back by jackson 5",NA,NA,"Ker Saaz Official"
"7652","Awesome lesson! Thanks Marty!",NA,NA,"Andrei Neacsu"
"7653","Great lesson Marty. Can you do I shot the sheriff Eric Clapton version. Thanks.",NA,NA,"syed arifin"
"7654","Bloom by the paper kites would be sweet!",NA,NA,"Moses Turkov"
"7655","Cry baby cry from The Beatles please",NA,NA,"Jf Thomas"
"7656","Please do Lying is the Most fun by Panic! At the Disco. I can't find any good videos on it",NA,NA,"Lance Roberts"
"7657","Air supply - All out of love (: :)",NA,NA,"Jan Marpaul Lobigas"
"7658","can you do a tutorial on take on the world by sabrina carpenter",NA,NA,"Cypress Renova"
"7659","Can we get some lead ideas to play over this?",NA,NA,"Bob Herrmann"
"7660","Marty could you do Victim of Love (intro) by the Eagles? I think it's slide and I haven't really found any lessons on it. Thanks Marty and keep up the good work!",NA,NA,"TheRagingHound"
"7661","One song I would like to see a lesson for is You Got It by Roy Orbison",NA,NA,"Wally Gon-Con"
"7662","Great lesson Marty! I'm lovin your energy on this new channel! Keep rockin",NA,NA,"Awsomegi"
"7663","Allie by Patrick Stump acoustically please!",NA,NA,"Zach Beyer"
"7664","Just found out about your new channel Marty, I have been at guitar jamz wondering where you have been. Glad to see you back in action, subscribed!",NA,NA,"Natty-Back Steve"
"7665","please do a tutorial for ruin shawn mendes",NA,NA,"Justin Hasford"
"7666","Awesome Marty!",NA,NA,"Brian Schnurr"
"7667","Loving the new channel Marty. How about the Johnny Cash version of Personal Jesus?",NA,NA,"mike o'neill"
"7668","Song request:  Anything from Van Morrison, Too Long In Exile.  Appropriate...don't you think?",NA,NA,"northof50now"
"7669","Awesome job!  Loving Marty 2.0!!  Looks like you're enjoying the ride.  Best of luck.",NA,NA,"northof50now"
"7670","please do PS I love you by the Beatles they don't have it on YouTube",NA,NA,"Keanu Siganoff"
"7671","""Up ahead in the distance I saw a shimmering light"", it was Marty teaching another great lesson. Thank you good sir, you just keep them coming. How about Living On A Prayer, the story of my life, Ha!Ha!",NA,NA,"Ray Ross"
"7672","after seeing hotel california on the hell freezes over dvd a few years ago..the guitar came out of it's case after a long time..it went back in until a few weeks ago when I found your lessons..great stuff marty..this one especially",NA,NA,"Steve C"
"7673","could you please teach us how to play 'earth angel'",NA,NA,"Torin Taulbut-beale"
"7674","Another great lesson for a great song. A good 75% of what I know is from your vids. Thank you Marty!",NA,NA,"Mr. Schmiggles"
"7675","I appreciate that Chad! Thanks for finding my new channel and project here at ""MartyMusic""",NA,NA,"Marty Music"
"7676","Very interested! I sent you a private message.  Looking forward to seeing your new stuff!!",NA,NA,"The Hurricane"
"7677","I'm not sure, however I have 60 hours of digital HD courses not available to the public. You can private message me here if you are interested. Brand new stuff, the best lessons I've ever made :)",NA,NA,"Marty Music"
"7678","Thanks ismael! I'm back with MartyMusic and I'm 100% dedicated to it!",NA,NA,"Marty Music"
"7679","Hey Ted thanks for finding MY new project ""MartyMusic"" which I'm 100% dedicated to! More new videos coming!",NA,NA,"Marty Music"
"7680","1.14",NA,NA,"Marty Music"
"7681","thanks for supporting MartyMusic Zach!",NA,NA,"Marty Music"
"7682","@Marty Music Thats awesome to hear :)",NA,NA,"joey dubois"
"7683","Thanks Joe, I'm right here at MY new project ""MartyMusic"" and I'm 100% dedicated to it. Bringing brand new content almost everyday!",NA,NA,"Marty Music"
